si,dong,location,latitude,longitude,지번주소,도로명주소
서귀포시,대포동,"33.23879,126.43575",33.23879,126.43575,제주특별자치도 서귀포시 대포동 2415,제주특별자치도 서귀포시 대포로 138
서귀포시,서귀동,"33.25212,126.55465",33.25212,126.55465,제주특별자치도 서귀포시 서귀동 973,제주특별자치도 서귀포시 일주동로 8737
서귀포시,대포동,"33.24497,126.43207",33.24497,126.43207,제주특별자치도 서귀포시 대포동 1672,제주특별자치도 서귀포시 대포로 50
서귀포시,하효동,"33.25264,126.6172",33.25264,126.6172,제주특별자치도 서귀포시 하효동 1460,제주특별자치도 서귀포시 쇠소깍로 209
서귀포시,보목동,"33.24307,126.60648",33.24307,126.60648,제주특별자치도 서귀포시 보목동 1633,제주특별자치도 서귀포시 칠십리로 526
서귀포시,대포동,"33.24091,126.44324",33.24091,126.44323999999999,제주특별자치도 서귀포시 대포동 2606-20,제주특별자치도 서귀포시 이어도로 216
서귀포시,대포동,"33.24013,126.43105",33.24013,126.43105,제주특별자치도 서귀포시 대포동 1816-3,제주특별자치도 서귀포시 대포중앙로 126
서귀포시,월평동,"33.24269,126.46326",33.24269,126.46326,제주특별자치도 서귀포시 월평동 400-5,제주특별자치도 서귀포시 이어도로417번길 1
서귀포시,강정동,"33.23877,126.47363",33.23877,126.47363,제주특별자치도 서귀포시 강정동 5491-2,제주특별자치도 서귀포시 이어도로 525
서귀포시,법환동,"33.24394,126.52124",33.24394,126.52123999999999,제주특별자치도 서귀포시 법환동 69-2,제주특별자치도 서귀포시 이어도로 1028-7
서귀포시,법환동,"33.24067,126.51635",33.24067,126.51635,제주특별자치도 서귀포시 법환동 454,제주특별자치도 서귀포시 법환상로 3
서귀포시,법환동,"33.239540000000005,126.51467",33.239540000000005,126.51467,제주특별자치도 서귀포시 법환동 393,제주특별자치도 서귀포시 이어도로 947
서귀포시,법환동,"33.23843,126.51398",33.23843,126.51398,제주특별자치도 서귀포시 법환동 352,제주특별자치도 서귀포시 이어도로 933
서귀포시,법환동,"33.23728,126.5119",33.23728,126.5119,제주특별자치도 서귀포시 법환동 1654,제주특별자치도 서귀포시 법환로33번길 5
서귀포시,법환동,"33.236740000000005,126.50941",33.236740000000005,126.50941,제주특별자치도 서귀포시 법환동 1654,제주특별자치도 서귀포시 이어도로 887
서귀포시,보목동,"33.24225,126.60025",33.24225,126.60025,제주특별자치도 서귀포시 보목동 735,제주특별자치도 서귀포시 칠십리로 461
서귀포시,보목동,"33.24323,126.5983",33.24323,126.5983,제주특별자치도 서귀포시 보목동 881-7,제주특별자치도 서귀포시 칠십리로 441
서귀포시,보목동,"33.24375,126.5964",33.24375,126.5964,제주특별자치도 서귀포시 보목동 1225-3,제주특별자치도 서귀포시 칠십리로 419
서귀포시,토평동,"33.24686,126.58701",33.24686,126.58701,제주특별자치도 서귀포시 토평동 669-5,제주특별자치도 서귀포시 칠십리로 324
서귀포시,토평동,"33.24819,126.58287",33.24819,126.58287,제주특별자치도 서귀포시 토평동 635-3,제주특별자치도 서귀포시 칠십리로285번길 1
서귀포시,보목동,"33.24166,126.60199",33.241659999999996,126.60198999999999,제주특별자치도 서귀포시 보목동 1637,제주특별자치도 서귀포시 칠십리로 481
서귀포시,강정동,"33.2336,126.48635",33.2336,126.48635,제주특별자치도 서귀포시 강정동 5647,제주특별자치도 서귀포시 이어도로 642
서귀포시,강정동,"33.23574,126.49488",33.23574,126.49488000000001,제주특별자치도 서귀포시 강정동 2483-1,제주특별자치도 서귀포시 이어도로 743
서귀포시,강정동,"33.23645,126.49823",33.23645,126.49823,제주특별자치도 서귀포시 강정동 856,제주특별자치도 서귀포시 이어도로 774
서귀포시,서귀동,"33.2492,126.56168",33.2492,126.56168000000001,제주특별자치도 서귀포시 서귀동 336,제주특별자치도 서귀포시 중앙로 52
서귀포시,서귀동,"33.24617,126.56208",33.24617,126.56208000000001,제주특별자치도 서귀포시 서귀동 961,제주특별자치도 서귀포시 중앙로 19-1
서귀포시,서귀동,"33.24474,126.56368",33.24474,126.56368,제주특별자치도 서귀포시 서귀동 475-1,제주특별자치도 서귀포시 태평로 405
서귀포시,서귀동,"33.24537,126.56561",33.24537,126.56561,제주특별자치도 서귀포시 서귀동 553-4,제주특별자치도 서귀포시 태평로 427
서귀포시,서귀동,"33.24765,126.56875",33.24765,126.56875,제주특별자치도 서귀포시 서귀동 221-12,제주특별자치도 서귀포시 태평로 463
서귀포시,대포동,"33.24742,126.43185",33.24742,126.43185,제주특별자치도 서귀포시 대포동 760-3,제주특별자치도 서귀포시 대포로 24
서귀포시,서호동,"33.24605,126.52442",33.24605,126.52441999999999,제주특별자치도 서귀포시 서호동 24,제주특별자치도 서귀포시 이어도로 1065
서귀포시,서귀동,"33.24608,126.56696",33.24608,126.56696000000001,제주특별자치도 서귀포시 서귀동 166-1,제주특별자치도 서귀포시 태평로439번길 2
서귀포시,대포동,"33.23888,126.43565",33.23888,126.43565,제주특별자치도 서귀포시 대포동 2415,제주특별자치도 서귀포시 대포로 138
서귀포시,대포동,"33.24475,126.43218",33.24475,126.43218,제주특별자치도 서귀포시 대포동 1673-1,제주특별자치도 서귀포시 대포중앙로 73
서귀포시,서홍동,"33.252340000000004,126.55485",33.252340000000004,126.55485,제주특별자치도 서귀포시 서홍동 449-13,제주특별자치도 서귀포시 일주동로 8738
서귀포시,대포동,"33.24301,126.43182",33.24301,126.43182,제주특별자치도 서귀포시 대포동 1597-4,제주특별자치도 서귀포시 대포중앙로 92
서귀포시,보목동,"33.24305,126.60597",33.24305,126.60597,제주특별자치도 서귀포시 보목동 1633,제주특별자치도 서귀포시 칠십리로 523
서귀포시,대포동,"33.240120000000005,126.4312",33.240120000000005,126.4312,제주특별자치도 서귀포시 대포동 1812-1,제주특별자치도 서귀포시 대포연대로 50
서귀포시,강정동,"33.236470000000004,126.47731",33.236470000000004,126.47731,제주특별자치도 서귀포시 강정동 4399-21,제주특별자치도 서귀포시 이어도로 565
서귀포시,호근동,"33.249990000000004,126.53472",33.249990000000004,126.53472,제주특별자치도 서귀포시 호근동 509-2,제주특별자치도 서귀포시 호근남로 110
서귀포시,동홍동,"33.26037,126.5594",33.26037,126.5594,제주특별자치도 서귀포시 동홍동 1560-3,제주특별자치도 서귀포시 중앙로 180
서귀포시,동홍동,"33.2576,126.56043",33.2576,126.56043000000001,제주특별자치도 서귀포시 동홍동 1460-8,제주특별자치도 서귀포시 중앙로 144
서귀포시,서홍동,"33.25508,126.56078",33.25508,126.56078000000001,제주특별자치도 서귀포시 서홍동 2566-12,제주특별자치도 서귀포시 중앙로 117
서귀포시,동홍동,"33.26588,126.56872",33.265879999999996,126.56872,제주특별자치도 서귀포시 동홍동 1126-3,제주특별자치도 서귀포시 중산간동로 7935
서귀포시,서홍동,"33.2643,126.56003",33.2643,126.56003,제주특별자치도 서귀포시 서홍동 248-1,제주특별자치도 서귀포시 중산간동로 8019
서귀포시,안덕면,"33.235209999999995,126.36693",33.235209999999995,126.36693000000001,제주특별자치도 서귀포시 안덕면 창천리 876-5,제주특별자치도 서귀포시 안덕면 대평감산로 6
서귀포시,하예동,"33.23613,126.37333",33.236129999999996,126.37333000000001,제주특별자치도 서귀포시 하예동 1962,제주특별자치도 서귀포시 예래로 415
서귀포시,하예동,"33.2416,126.38413",33.2416,126.38413,제주특별자치도 서귀포시 하예동 1962,제주특별자치도 서귀포시 예래로 286
서귀포시,하예동,"33.24533,126.38805",33.245329999999996,126.38805,제주특별자치도 서귀포시 하예동 266-1,제주특별자치도 서귀포시 하예로 36
서귀포시,상예동,"33.24938,126.39367",33.24938,126.39367,제주특별자치도 서귀포시 상예동 4999,제주특별자치도 서귀포시 열리로 20
서귀포시,상예동,"33.25425,126.39855",33.25425,126.39855,제주특별자치도 서귀포시 상예동 4999-13,제주특별자치도 서귀포시 예래로 73
서귀포시,하예동,"33.235,126.3695",33.235,126.3695,제주특별자치도 서귀포시 하예동 1810-1,제주특별자치도 서귀포시 하예하동로16번길 24
서귀포시,도순동,"33.252959999999995,126.46983",33.252959999999995,126.46983,제주특별자치도 서귀포시 도순동 786-1,제주특별자치도 서귀포시 일주서로 364
서귀포시,서홍동,"33.25762,126.56009",33.25762,126.56008999999999,제주특별자치도 서귀포시 서홍동 316-44,제주특별자치도 서귀포시 홍중동로 4-5
서귀포시,동홍동,"33.26608,126.56863",33.26608,126.56863,제주특별자치도 서귀포시 동홍동 1075-5,제주특별자치도 서귀포시 중산간동로 7936
서귀포시,동홍동,"33.26574,126.57394",33.26574,126.57394,제주특별자치도 서귀포시 동홍동 807-4,제주특별자치도 서귀포시 중산간동로 7884
서귀포시,동홍동,"33.2646,126.56115",33.2646,126.56115,제주특별자치도 서귀포시 동홍동 1674,제주특별자치도 서귀포시 중산간동로 8007
서귀포시,서홍동,"33.26095,126.55896",33.26095,126.55896000000001,제주특별자치도 서귀포시 서홍동 307-10,제주특별자치도 서귀포시 중앙로 183
서귀포시,하예동,"33.23628,126.37321",33.23628,126.37321000000001,제주특별자치도 서귀포시 하예동 1560,제주특별자치도 서귀포시 예래로 422
서귀포시,하예동,"33.24179,126.38416",33.24179,126.38416000000001,제주특별자치도 서귀포시 하예동 1962,제주특별자치도 서귀포시 예래로 286
서귀포시,상예동,"33.24965,126.39363",33.24965,126.39363,제주특별자치도 서귀포시 상예동 1309-2,제주특별자치도 서귀포시 열리로 18
서귀포시,상예동,"33.25377,126.39772",33.25377,126.39771999999999,제주특별자치도 서귀포시 상예동 528,제주특별자치도 서귀포시 예래로 88
서귀포시,색달동,"33.2576,126.40434",33.2576,126.40433999999999,제주특별자치도 서귀포시 색달동 2094-2,제주특별자치도 서귀포시 예래로 8
서귀포시,색달동,"33.2578,126.40448",33.2578,126.40448,제주특별자치도 서귀포시 색달동 2091-6,제주특별자치도 서귀포시 예래로 8
서귀포시,하예동,"33.23516,126.36945",33.23516,126.36945,제주특별자치도 서귀포시 하예동 1809,제주특별자치도 서귀포시 예래로 454
서귀포시,색달동,"33.26167,126.41228",33.26167,126.41228000000001,제주특별자치도 서귀포시 색달동 3383,제주특별자치도 서귀포시 색달로 86
서귀포시,안덕면,"33.2641,126.37078",33.2641,126.37078000000001,제주특별자치도 서귀포시 안덕면 창천리 1439,제주특별자치도 서귀포시 안덕면 창천중앙로24번길 16
서귀포시,서귀동,"33.24751,126.56089",33.24751,126.56088999999999,제주특별자치도 서귀포시 서귀동 341,제주특별자치도 서귀포시 중정로 41
서귀포시,색달동,"33.26031,126.41348",33.26031,126.41348,제주특별자치도 서귀포시 색달동 2233-1,제주특별자치도 서귀포시 색달중앙로 53
서귀포시,색달동,"33.259879999999995,126.40553",33.259879999999995,126.40553,제주특별자치도 서귀포시 색달동 2137-6,제주특별자치도 서귀포시 색달로 12
서귀포시,안덕면,"33.264759999999995,126.37104",33.264759999999995,126.37104,제주특별자치도 서귀포시 안덕면 창천리 155-19,제주특별자치도 서귀포시 안덕면 창천중앙로24번길 24
서귀포시,색달동,"33.25621,126.41473",33.256209999999996,126.41473,제주특별자치도 서귀포시 색달동 2511-3,제주특별자치도 서귀포시 중문관광로 23
서귀포시,동홍동,"33.265370000000004,126.5647",33.265370000000004,126.5647,제주특별자치도 서귀포시 동홍동 1701-2,제주특별자치도 서귀포시 중산간동로 7980-8
서귀포시,남원읍,"33.28929,126.60599",33.28929,126.60598999999999,제주특별자치도 서귀포시 남원읍 하례리 1648-4,제주특별자치도 서귀포시 남원읍 중산간동로 7386-17
서귀포시,서홍동,"33.241240000000005,126.54763",33.241240000000005,126.54763,제주특별자치도 서귀포시 서홍동 780-1,제주특별자치도 서귀포시 남성로 57
서귀포시,서홍동,"33.24557,126.55364",33.24557,126.55363999999999,제주특별자치도 서귀포시 서홍동 578-2,제주특별자치도 서귀포시 남성중로 155
서귀포시,서홍동,"33.24096,126.54739",33.24096,126.54739,제주특별자치도 서귀포시 서홍동 795-3,제주특별자치도 서귀포시 남성로 57
서귀포시,상효동,"33.300709999999995,126.60158",33.300709999999995,126.60158,제주특별자치도 서귀포시 상효동 1602,제주특별자치도 서귀포시 하례광장로 9
서귀포시,동홍동,"33.26269,126.55905",33.26269,126.55905,제주특별자치도 서귀포시 동홍동 2187,제주특별자치도 서귀포시 중앙로 204
서귀포시,남원읍,"33.29757,126.60968",33.29757,126.60968000000001,제주특별자치도 서귀포시 남원읍 하례리 1365-2,제주특별자치도 서귀포시 남원읍 하례돈야로 89
서귀포시,서홍동,"33.24508,126.55365",33.24508,126.55365,제주특별자치도 서귀포시 서홍동 586,제주특별자치도 서귀포시 남성중로 149
서귀포시,서홍동,"33.25497,126.56055",33.25497,126.56055,제주특별자치도 서귀포시 서홍동 397-115,제주특별자치도 서귀포시 중앙로 117
서귀포시,토평동,"33.268,126.58888",33.268,126.58888,제주특별자치도 서귀포시 토평동 1304-8,제주특별자치도 서귀포시 중산간동로 7744
서귀포시,서홍동,"33.24295,126.55423",33.24295,126.55423,제주특별자치도 서귀포시 서홍동 641-1,제주특별자치도 서귀포시 남성로 135
서귀포시,남원읍,"33.30061,126.60209",33.30061,126.60208999999999,제주특별자치도 서귀포시 남원읍 하례리 1887,제주특별자치도 서귀포시 남원읍 하례광장로 22
서귀포시,상효동,"33.27965,126.6073",33.27965,126.6073,제주특별자치도 서귀포시 상효동 454-4,제주특별자치도 서귀포시 동상효로60번길 50
서귀포시,상효동,"33.27587,126.60417",33.27587,126.60417,제주특별자치도 서귀포시 상효동 162-14,제주특별자치도 서귀포시 상효로136번길 101
서귀포시,토평동,"33.26807,126.59055",33.26807,126.59055,제주특별자치도 서귀포시 토평동 1278-1,제주특별자치도 서귀포시 중산간동로 7728
서귀포시,남원읍,"33.293009999999995,126.60836",33.293009999999995,126.60836,제주특별자치도 서귀포시 남원읍 하례리 1887,제주특별자치도 서귀포시 남원읍 하례돈야로 22-3
서귀포시,남원읍,"33.26408,126.6345",33.26408,126.6345,제주특별자치도 서귀포시 남원읍 하례리 1887,제주특별자치도 서귀포시 남원읍 하례망장포로 4
서귀포시,남원읍,"33.289320000000004,126.63025",33.289320000000004,126.63025,제주특별자치도 서귀포시 남원읍 신례리 984-6,제주특별자치도 서귀포시 남원읍 신례로 279
서귀포시,남원읍,"33.2888,126.63032",33.2888,126.63032,제주특별자치도 서귀포시 남원읍 신례리 1024-2,제주특별자치도 서귀포시 남원읍 신례로 272-1
서귀포시,남원읍,"33.2805,126.63515",33.2805,126.63515,제주특별자치도 서귀포시 남원읍 신례리 686-3,제주특별자치도 서귀포시 남원읍 신례로 172
서귀포시,남원읍,"33.30127,126.60908",33.30127,126.60908,제주특별자치도 서귀포시 남원읍 하례리 1763-5,제주특별자치도 서귀포시 남원읍 하례광장로83번길 1
서귀포시,토평동,"33.26718,126.58332",33.267179999999996,126.58332,제주특별자치도 서귀포시 토평동 2272-9,제주특별자치도 서귀포시 중산간동로 7793
서귀포시,동홍동,"33.25592,126.5679",33.25592,126.5679,제주특별자치도 서귀포시 동홍동 509-2,제주특별자치도 서귀포시 동홍로 80
서귀포시,신효동,"33.27132,126.61075",33.27132,126.61075,제주특별자치도 서귀포시 신효동 509-6,제주특별자치도 서귀포시 하신상로 153
서귀포시,상효동,"33.27415,126.60846",33.27415,126.60846000000001,제주특별자치도 서귀포시 상효동 113-2,제주특별자치도 서귀포시 하신상로 190
서귀포시,동홍동,"33.26671,126.56835",33.266709999999996,126.56835,제주특별자치도 서귀포시 동홍동 1073-6,제주특별자치도 서귀포시 동홍로 205
서귀포시,동홍동,"33.27488,126.56609",33.274879999999996,126.56608999999999,제주특별자치도 서귀포시 동홍동 948-1,제주특별자치도 서귀포시 동홍로303번길 11
서귀포시,동홍동,"33.25225,126.57185",33.25225,126.57185,제주특별자치도 서귀포시 동홍동 657-6,제주특별자치도 서귀포시 동홍중앙로 17
서귀포시,동홍동,"33.28596,126.55772",33.285959999999996,126.55771999999999,제주특별자치도 서귀포시 동홍동 2048,제주특별자치도 서귀포시 솔오름로 28
서귀포시,토평동,"33.24803,126.57823",33.24803,126.57823,제주특별자치도 서귀포시 토평동 580-1,제주특별자치도 서귀포시 칠십리로 239
서귀포시,토평동,"33.251870000000004,126.57683",33.251870000000004,126.57683,제주특별자치도 서귀포시 토평동 820-11,제주특별자치도 서귀포시 정방연로 47-1
서귀포시,보목동,"33.23949,126.60626",33.23949,126.60626,제주특별자치도 서귀포시 보목동 1635,제주특별자치도 서귀포시 보목포로 45-1
서귀포시,보목동,"33.24365,126.59624",33.24365,126.59624,제주특별자치도 서귀포시 보목동 1230-1,제주특별자치도 서귀포시 칠십리로 419
서귀포시,보목동,"33.24145,126.6045",33.24145,126.6045,제주특별자치도 서귀포시 보목동 1634,제주특별자치도 서귀포시 보목포로 13
서귀포시,보목동,"33.23936,126.60687",33.23936,126.60687,제주특별자치도 서귀포시 보목동 566-3,제주특별자치도 서귀포시 보목포로 46
서귀포시,서홍동,"33.264109999999995,126.55343",33.264109999999995,126.55343,제주특별자치도 서귀포시 서홍동 1615-11,제주특별자치도 서귀포시 중산간동로 8081
서귀포시,서홍동,"33.26424,126.55796",33.26424,126.55796000000001,제주특별자치도 서귀포시 서홍동 2566,제주특별자치도 서귀포시 중산간동로 8038
서귀포시,동홍동,"33.27322,126.5684",33.27322,126.5684,제주특별자치도 서귀포시 동홍동 2174,제주특별자치도 서귀포시 동홍로 286-6
서귀포시,동홍동,"33.26521,126.56798",33.265209999999996,126.56798,제주특별자치도 서귀포시 동홍동 1142,제주특별자치도 서귀포시 동홍로 188
서귀포시,동홍동,"33.26268,126.56774",33.262679999999996,126.56773999999999,제주특별자치도 서귀포시 동홍동 1240-3,제주특별자치도 서귀포시 동홍로162번길 4
서귀포시,동홍동,"33.252309999999994,126.56782",33.252309999999994,126.56782,제주특별자치도 서귀포시 동홍동 449-1,제주특별자치도 서귀포시 동홍로 42
서귀포시,동홍동,"33.25888,126.56848",33.25888,126.56848000000001,제주특별자치도 서귀포시 동홍동 565-16,제주특별자치도 서귀포시 동홍로 116
서귀포시,동홍동,"33.25584,126.56808",33.25584,126.56808000000001,제주특별자치도 서귀포시 동홍동 509-5,제주특별자치도 서귀포시 동홍로 80
서귀포시,서귀동,"33.24986,126.56792",33.24986,126.56792,제주특별자치도 서귀포시 서귀동 339,제주특별자치도 서귀포시 동홍로 14
서귀포시,서홍동,"33.2641,126.55802",33.2641,126.55802,제주특별자치도 서귀포시 서홍동 256-4,제주특별자치도 서귀포시 중산간동로 8037
서귀포시,동홍동,"33.25857,126.56811",33.25857,126.56811,제주특별자치도 서귀포시 동홍동 2174-46,제주특별자치도 서귀포시 동홍로109번길 4
서귀포시,동홍동,"33.26251,126.5674",33.26251,126.5674,제주특별자치도 서귀포시 동홍동 1240-4,제주특별자치도 서귀포시 동홍로 157
서귀포시,서홍동,"33.263659999999994,126.55131000000002",33.263659999999994,126.55131000000002,제주특별자치도 서귀포시 서홍동 1627-6,제주특별자치도 서귀포시 서홍로178번길 2
서귀포시,서홍동,"33.26321,126.5511",33.26321,126.5511,제주특별자치도 서귀포시 서홍동 1651-4,제주특별자치도 서귀포시 서홍로 172
서귀포시,서홍동,"33.25885,126.5524",33.25885,126.5524,제주특별자치도 서귀포시 서홍동 1554-2,제주특별자치도 서귀포시 흙담솔로 70
서귀포시,법환동,"33.249790000000004,126.50998",33.249790000000004,126.50998,제주특별자치도 서귀포시 법환동 748-3,제주특별자치도 서귀포시 신서귀로 8
서귀포시,호근동,"33.25699,126.5342",33.25699,126.5342,제주특별자치도 서귀포시 호근동 630-1,제주특별자치도 서귀포시 호근서호로 64
서귀포시,서호동,"33.257290000000005,126.52279",33.257290000000005,126.52278999999999,제주특별자치도 서귀포시 서호동 806-1,제주특별자치도 서귀포시 호근서호로 167
서귀포시,서호동,"33.25433,126.51297",33.254329999999996,126.51297,제주특별자치도 서귀포시 서호동 1462-4,제주특별자치도 서귀포시 신중로 71
서귀포시,강정동,"33.258340000000004,126.51026",33.258340000000004,126.51026,제주특별자치도 서귀포시 강정동 132-2,제주특별자치도 서귀포시 신서귀로 109
서귀포시,강정동,"33.25517,126.50894",33.25517,126.50894,제주특별자치도 서귀포시 강정동 187,제주특별자치도 서귀포시 신중로 37
서귀포시,강정동,"33.256370000000004,126.50761",33.256370000000004,126.50761000000001,제주특별자치도 서귀포시 강정동 186,제주특별자치도 서귀포시 신중로13번길 6-2
서귀포시,서호동,"33.26113,126.52301",33.26113,126.52301000000001,제주특별자치도 서귀포시 서호동 609-3,제주특별자치도 서귀포시 서호상로 50
서귀포시,호근동,"33.26187,126.53613",33.26187,126.53613,제주특별자치도 서귀포시 호근동 801-4,제주특별자치도 서귀포시 중산간동로 8244
서귀포시,호근동,"33.26218,126.53898",33.26218,126.53898000000001,제주특별자치도 서귀포시 호근동 2141,제주특별자치도 서귀포시 호근서호로92번길 101
서귀포시,서홍동,"33.26406,126.55546",33.26406,126.55546000000001,제주특별자치도 서귀포시 서홍동 271-2,제주특별자치도 서귀포시 중산간동로 8059
서귀포시,남원읍,"33.2929,126.62658",33.2929,126.62658,제주특별자치도 서귀포시 남원읍 신례리 1225-1,제주특별자치도 서귀포시 남원읍 신례로 343
서귀포시,서호동,"33.25437,126.51794",33.25437,126.51794,제주특별자치도 서귀포시 서호동 1583,제주특별자치도 서귀포시 서호중로 47
서귀포시,서호동,"33.25556,126.51944",33.255559999999996,126.51943999999999,제주특별자치도 서귀포시 서호동 1607,제주특별자치도 서귀포시 새왓로17번길 8
서귀포시,하원동,"33.26299,126.46136",33.26299,126.46136000000001,제주특별자치도 서귀포시 하원동 650-6,제주특별자치도 서귀포시 중산간서로 501
서귀포시,서호동,"33.25416,126.51293",33.25416,126.51293000000001,제주특별자치도 서귀포시 서호동 1478-2,제주특별자치도 서귀포시 신동로47번길 33
서귀포시,강정동,"33.26119,126.4832",33.26119,126.4832,제주특별자치도 서귀포시 강정동 3801-45,제주특별자치도 서귀포시 중산간서로 261-6
서귀포시,강정동,"33.26012,126.49222",33.26012,126.49221999999999,제주특별자치도 서귀포시 강정동 5630-1,제주특별자치도 서귀포시 중산간서로 178-1
서귀포시,법환동,"33.25608,126.5076",33.25608,126.5076,제주특별자치도 서귀포시 법환동 754,제주특별자치도 서귀포시 신중로13번길 6
서귀포시,서호동,"33.26123,126.52205",33.26123,126.52205,제주특별자치도 서귀포시 서호동 595-6,제주특별자치도 서귀포시 서호호근로 177-9
서귀포시,호근동,"33.26145,126.52952",33.26145,126.52951999999999,제주특별자치도 서귀포시 호근동 2142,제주특별자치도 서귀포시 중산간동로 8308
서귀포시,호근동,"33.26197,126.5352",33.26197,126.5352,제주특별자치도 서귀포시 호근동 793,제주특별자치도 서귀포시 중산간동로 8248
서귀포시,서홍동,"33.263020000000004,126.54467",33.263020000000004,126.54467,제주특별자치도 서귀포시 서홍동 1781,제주특별자치도 서귀포시 중산간동로 8160
서귀포시,서홍동,"33.26421,126.5556",33.26421,126.5556,제주특별자치도 서귀포시 서홍동 271-12,제주특별자치도 서귀포시 중산간동로 8060
서귀포시,남원읍,"33.29352,126.62462",33.29352,126.62462,제주특별자치도 서귀포시 남원읍 신례리 2206,제주특별자치도 서귀포시 남원읍 신례로 372
서귀포시,남원읍,"33.29325,126.62675",33.29325,126.62675,제주특별자치도 서귀포시 남원읍 신례리 2191,제주특별자치도 서귀포시 남원읍 신례로 347
서귀포시,남원읍,"33.29028,126.62735",33.290279999999996,126.62735,제주특별자치도 서귀포시 남원읍 신례리 2191,제주특별자치도 서귀포시 남원읍 신례로 314
서귀포시,남원읍,"33.28518,126.63263",33.28518,126.63263,제주특별자치도 서귀포시 남원읍 신례리 841-4,제주특별자치도 서귀포시 남원읍 신례로 226
서귀포시,동홍동,"33.25235,126.56762",33.25235,126.56761999999999,제주특별자치도 서귀포시 동홍동 455-3,제주특별자치도 서귀포시 동홍로 46-2
서귀포시,서귀동,"33.24988,126.56776",33.24988,126.56776,제주특별자치도 서귀포시 서귀동 254-5,제주특별자치도 서귀포시 동홍로 13
서귀포시,서호동,"33.25464,126.51773",33.25464,126.51773,제주특별자치도 서귀포시 서호동 1524-1,제주특별자치도 서귀포시 서호중앙로 85-13
서귀포시,회수동,"33.26323,126.44466",33.26323,126.44466000000001,제주특별자치도 서귀포시 회수동 376-7,제주특별자치도 서귀포시 전가로 1
서귀포시,남원읍,"33.29456,126.62174",33.29456,126.62173999999999,제주특별자치도 서귀포시 남원읍 신례리 2206,제주특별자치도 서귀포시 남원읍 신례로 386-21
서귀포시,서호동,"33.25898,126.51043",33.25898,126.51043,제주특별자치도 서귀포시 서호동 1478-1,제주특별자치도 서귀포시 신서귀로 118
서귀포시,서호동,"33.25563,126.51915",33.25563,126.51915,제주특별자치도 서귀포시 서호동 1515,제주특별자치도 서귀포시 새왓로17번길 8
제주시,조천읍,"33.51762,126.6225",33.51762,126.6225,제주특별자치도 제주시 조천읍 신촌리 4005,제주특별자치도 제주시 조천읍 신조로 24
제주시,조천읍,"33.51912,126.63399",33.51912,126.63399,제주특별자치도 제주시 조천읍 조천리 3441,제주특별자치도 제주시 조천읍 신조로 139
제주시,조천읍,"33.46887,126.65976",33.46887,126.65976,제주특별자치도 제주시 조천읍 와흘리 산 12-1,제주특별자치도 제주시 조천읍 번영로 1171
제주시,조천읍,"33.47445,126.6566",33.47445,126.6566,제주특별자치도 제주시 조천읍 와흘리 2814,제주특별자치도 제주시 조천읍 남조로 2356
제주시,조천읍,"33.44747,126.66402",33.44747,126.66402,제주특별자치도 제주시 조천읍 교래리 산 99-1,제주특별자치도 제주시 조천읍 남조로 2020
제주시,조천읍,"33.51895,126.6341",33.51895,126.6341,제주특별자치도 제주시 조천읍 조천리 3462,제주특별자치도 제주시 조천읍 신조로 141
제주시,조천읍,"33.53031,126.66508",33.53031,126.66508,제주특별자치도 제주시 조천읍 함덕리 4139,제주특별자치도 제주시 조천읍 조천우회로 524
제주시,조천읍,"33.482009999999995,126.65363",33.482009999999995,126.65363,제주특별자치도 제주시 조천읍 와흘리 365-3,제주특별자치도 제주시 조천읍 남조로 2446
제주시,조천읍,"33.49305,126.66832",33.49305,126.66832,제주특별자치도 제주시 조천읍 대흘리 1075-12,제주특별자치도 제주시 조천읍 중산간동로 801
제주시,조천읍,"33.50482,126.62882",33.50482,126.62881999999999,제주특별자치도 제주시 조천읍 와흘리 2601-9,제주특별자치도 제주시 조천읍 중산간동로 388
제주시,조천읍,"33.50076,126.67753",33.50076,126.67753,제주특별자치도 제주시 조천읍 대흘리 197-1,제주특별자치도 제주시 조천읍 함와로 486
제주시,조천읍,"33.517340000000004,126.63563",33.517340000000004,126.63563,제주특별자치도 제주시 조천읍 조천리 3462,제주특별자치도 제주시 조천읍 조와로 205
제주시,조천읍,"33.54874,126.6508",33.54874,126.6508,제주특별자치도 제주시 조천읍 신흥리 530-15,제주특별자치도 제주시 조천읍 신흥로1길 16-11
제주시,조천읍,"33.51957,126.63523",33.51957,126.63523,제주특별자치도 제주시 조천읍 조천리 3462,제주특별자치도 제주시 조천읍 조와로 182
제주시,조천읍,"33.49822,126.65906",33.49822,126.65906000000001,제주특별자치도 제주시 조천읍 대흘리 2787,제주특별자치도 제주시 조천읍 중산간동로 691
제주시,조천읍,"33.503029999999995,126.63628",33.503029999999995,126.63628,제주특별자치도 제주시 조천읍 와흘리 1260-5,제주특별자치도 제주시 조천읍 중산간동로 456
제주시,조천읍,"33.499320000000004,126.65015",33.499320000000004,126.65015,제주특별자치도 제주시 조천읍 대흘리 2787,제주특별자치도 제주시 조천읍 중산간동로 601
제주시,조천읍,"33.4859,126.69963",33.4859,126.69963,제주특별자치도 제주시 조천읍 선흘리 2092,제주특별자치도 제주시 조천읍 선교로 196
